drug_S	action	drug_T	cyps
lorlatinib	reduces	nelfinavir	3A457
lorlatinib	reduces	neratinib	3A457
lorlatinib	reduces	nevirapine	3A457
lorlatinib	reduces	nifedipine	3A457
lorlatinib	reduces	nisoldipine	3A457
lorlatinib	reduces	nitrendipine	3A457
lorlatinib	reduces	olaparib	3A457
lorlatinib	reduces	omeprazole	3A457
lorlatinib	reduces	ondansetron	3A457
lorlatinib	reduces	osimertinib	3A457
lorlatinib	reduces	ospemifene	3A457
lorlatinib	reduces	paclitaxel	3A457
lorlatinib	reduces	palbociclib	3A457
lorlatinib	reduces	palonosetron	3A457
lorlatinib	reduces	panobinostat	3A457
lorlatinib	reduces	pantoprazole	3A457
lorlatinib	reduces	perampanel	3A457
lorlatinib	reduces	pimavanserin	3A457
lorlatinib	reduces	pimozide	3A457
lorlatinib	reduces	pomalidomide	3A457
lorlatinib	reduces	ponatinib	3A457
lorlatinib	reduces	progesterone	3A457
lorlatinib	reduces	propranolol	3A457
lorlatinib	reduces	quetiapine	3A457
lorlatinib	reduces	quinidine	3A457
lorlatinib	reduces	quinine	3A457
lorlatinib	reduces	regorafenib	3A457
lorlatinib	reduces	ribociclib	3A457
lorlatinib	reduces	rilpivirine	3A457
lorlatinib	reduces	risperidone	3A457
lorlatinib	reduces	ritonavir	3A457
lorlatinib	reduces	rivaroxaban	3A457
lorlatinib	reduces	roflumilast	3A457
lorlatinib	reduces	rolapitant	3A457
lorlatinib	reduces	romidepsin	3A457
lorlatinib	reduces	rucaparib	3A457
lorlatinib	reduces	ruxolitinib	3A457
lorlatinib	reduces	salmeterol	3A457
lorlatinib	reduces	saquinavir	3A457
lorlatinib	reduces	selexipag	3A457
lorlatinib	reduces	sildenafil	3A457
lorlatinib	reduces	simeprevir	3A457
lorlatinib	reduces	simvastatin	3A457
lorlatinib	reduces	sirolimus	3A457
lorlatinib	reduces	sonidegib	3A457
lorlatinib	reduces	sorafenib	3A457
lorlatinib	reduces	sunitinib	3A457
lorlatinib	reduces	suvorexant	3A457
lorlatinib	reduces	tacrolimus	3A457
lorlatinib	reduces	tadalafil	3A457
lorlatinib	reduces	tamoxifen	3A457
lorlatinib	reduces	tasimelteon	3A457
lorlatinib	reduces	telaprevir	3A457
lorlatinib	reduces	telithromycin	3A457
lorlatinib	reduces	temsirolimus	3A457
lorlatinib	reduces	terfenadine	3A457
lorlatinib	reduces	testosterone	3A457
lorlatinib	reduces	ticagrelor	3A457
lorlatinib	reduces	tofacitinib	3A457
lorlatinib	reduces	tolvaptan	3A457
lorlatinib	reduces	tramadol	3A457
lorlatinib	reduces	trazodone	3A457
lorlatinib	reduces	triazolam	3A457
lorlatinib	reduces	valbenazine	3A457
lorlatinib	reduces	vandetanib	3A457
lorlatinib	reduces	vardenafil	3A457
lorlatinib	reduces	velpatasvir	3A457
lorlatinib	reduces	vemurafenib	3A457
lorlatinib	reduces	venetoclax	3A457
lorlatinib	reduces	venlafaxine	3A457
lorlatinib	reduces	verapamil	3A457
lorlatinib	reduces	vilazodone	3A457
lorlatinib	reduces	vincristine	3A457
lorlatinib	reduces	vorapaxar	3A457
lorlatinib	reduces	voriconazole	3A457
lorlatinib	reduces	zaleplon	3A457
lorlatinib	reduces	ziprasidone	3A457
lorlatinib	reduces	zolpidem	3A457
luliconazole	enhances	amitriptyline	2C19
luliconazole	enhances	atomoxetine	2C19
luliconazole	enhances	brivaracetam	2C19
luliconazole	enhances	carisoprodol	2C19
luliconazole	enhances	chloramphenicol	2C19
luliconazole	enhances	citalopram	2C19
luliconazole	enhances	clobazam	2C19
luliconazole	enhances	clomipramine	2C19
luliconazole	enhances	clopidogrel	2C19
luliconazole	enhances	cyclophosphamide	2C19
luliconazole	enhances	diazepam	2C19
luliconazole	enhances	doxepin	2C19
luliconazole	enhances	escitalopram	2C19
luliconazole	enhances	esomeprazole	2C19
luliconazole	enhances	flibanserin	2C19
luliconazole	enhances	hexobarbital	2C19
luliconazole	enhances	imipramine	2C19
luliconazole	enhances	indometacin	2C19
luliconazole	enhances	labetalol	2C19
luliconazole	enhances	lansoprazole	2C19
luliconazole	enhances	mephenytoin	2C19
luliconazole	enhances	methylphenobarbital	2C19
luliconazole	enhances	moclobemide	2C19
luliconazole	enhances	nelfinavir	2C19
luliconazole	enhances	nilutamide	2C19
luliconazole	enhances	omeprazole	2C19
luliconazole	enhances	ospemifene	2C19
luliconazole	enhances	pantoprazole	2C19
luliconazole	enhances	phenobarbital	2C19
luliconazole	enhances	phenytoin	2C19
luliconazole	enhances	pomalidomide	2C19
luliconazole	enhances	primidone	2C19
luliconazole	enhances	progesterone	2C19
luliconazole	enhances	proguanil	2C19
luliconazole	enhances	propranolol	2C19
luliconazole	enhances	suvorexant	2C19
luliconazole	enhances	teniposide	2C19
luliconazole	enhances	tofacitinib	2C19
luliconazole	enhances	venlafaxine	2C19
luliconazole	enhances	vilazodone	2C19
luliconazole	enhances	voriconazole	2C19
luliconazole	enhances	warfarin	2C19
methadone	enhances	alprenolol	2D6
methadone	enhances	amfetamine	2D6
methadone	enhances	amitriptyline	2D6
methadone	enhances	aripiprazole	2D6
methadone	enhances	atomoxetine	2D6
methadone	enhances	brexpiprazole	2D6
methadone	enhances	cariprazine	2D6
methadone	enhances	carvedilol	2D6
methadone	enhances	chlorpheniramine	2D6
methadone	enhances	chlorpromazine	2D6
methadone	enhances	citalopram	2D6
methadone	enhances	clomipramine	2D6
methadone	enhances	clonidine	2D6
methadone	enhances	codeine	2D6
methadone	enhances	debrisoquine	2D6
methadone	enhances	desipramine	2D6
methadone	enhances	dexfenfluramine	2D6
methadone	enhances	dextromethorphan	2D6
methadone	enhances	donepezil	2D6
methadone	enhances	doxepin	2D6
methadone	enhances	duloxetine	2D6
methadone	enhances	eliglustat	2D6
methadone	enhances	encainide	2D6
methadone	enhances	escitalopram	2D6
methadone	enhances	flecainide	2D6
methadone	enhances	fluoxetine	2D6
methadone	enhances	fluvoxamine	2D6
methadone	enhances	haloperidol	2D6
methadone	enhances	ibrutinib	2D6
methadone	enhances	imipramine	2D6
methadone	enhances	letermovir	2D6
methadone	enhances	lidocaine	2D6
methadone	enhances	metoclopramide	2D6
methadone	enhances	metoprolol	2D6
methadone	enhances	mexiletine	2D6
methadone	enhances	minaprine	2D6
methadone	enhances	nebivolol	2D6
methadone	enhances	nortriptyline	2D6
methadone	enhances	ondansetron	2D6
methadone	enhances	oxycodone	2D6
methadone	enhances	palonosetron	2D6
methadone	enhances	paroxetine	2D6
methadone	enhances	perhexiline	2D6
methadone	enhances	perphenazine	2D6
methadone	enhances	phenacetin	2D6
methadone	enhances	phenformin	2D6
methadone	enhances	pimavanserin	2D6
methadone	enhances	pomalidomide	2D6
methadone	enhances	ponatinib	2D6
methadone	enhances	promethazine	2D6
methadone	enhances	propafenone	2D6
methadone	enhances	propranolol	2D6
methadone	enhances	risperidone	2D6
methadone	enhances	rucaparib	2D6
methadone	enhances	sparteine	2D6
methadone	enhances	tamoxifen	2D6
methadone	enhances	tetrabenazine	2D6
methadone	enhances	thioridazine	2D6
methadone	enhances	timolol	2D6
methadone	enhances	tramadol	2D6
methadone	enhances	umeclidinium	2D6
methadone	enhances	valbenazine	2D6
methadone	enhances	venlafaxine	2D6
methadone	enhances	vilazodone	2D6
methadone	enhances	zuclopenthixol	2D6
methoxsalen	enhances	acetaminophen	1A2
methoxsalen	enhances	amitriptyline	1A2
methoxsalen	enhances	apremilast	1A2
methoxsalen	enhances	caffeine	1A2
methoxsalen	enhances	clomipramine	1A2
methoxsalen	enhances	clozapine	1A2
methoxsalen	enhances	cyclobenzaprine	1A2
methoxsalen	enhances	doxepin	1A2
methoxsalen	enhances	duloxetine	1A2
methoxsalen	enhances	estradiol	1A2
methoxsalen	enhances	fluvoxamine	1A2
methoxsalen	enhances	haloperidol	1A2
methoxsalen	enhances	imipramine	1A2
methoxsalen	enhances	mexiletine	1A2
methoxsalen	enhances	nabumetone	1A2
methoxsalen	enhances	naproxen	1A2
methoxsalen	enhances	olanzapine	1A2
methoxsalen	enhances	ondansetron	1A2
methoxsalen	enhances	phenacetin	1A2
methoxsalen	enhances	pirfenidone	1A2
methoxsalen	enhances	pomalidomide	1A2
methoxsalen	enhances	propranolol	1A2
methoxsalen	enhances	riluzole	1A2
methoxsalen	enhances	roflumilast	1A2
methoxsalen	enhances	ropivacaine	1A2
methoxsalen	enhances	rucaparib	1A2
methoxsalen	enhances	tacrine	1A2
methoxsalen	enhances	tasimelteon	1A2
methoxsalen	enhances	theophylline	1A2
methoxsalen	enhances	tizanidine	1A2
methoxsalen	enhances	triamterene	1A2
methoxsalen	enhances	verapamil	1A2
methoxsalen	enhances	warfarin	1A2
methoxsalen	enhances	zileuton	1A2
methoxsalen	enhances	zolmitriptan	1A2
metoclopramide	enhances	alprenolol	2D6
metoclopramide	enhances	amfetamine	2D6
metoclopramide	enhances	amitriptyline	2D6
metoclopramide	enhances	aripiprazole	2D6
metoclopramide	enhances	atomoxetine	2D6
metoclopramide	enhances	brexpiprazole	2D6
metoclopramide	enhances	cariprazine	2D6
metoclopramide	enhances	carvedilol	2D6
metoclopramide	enhances	chlorpheniramine	2D6
metoclopramide	enhances	chlorpromazine	2D6
metoclopramide	enhances	citalopram	2D6
metoclopramide	enhances	clomipramine	2D6
metoclopramide	enhances	clonidine	2D6
metoclopramide	enhances	codeine	2D6
metoclopramide	enhances	debrisoquine	2D6
metoclopramide	enhances	desipramine	2D6
metoclopramide	enhances	dexfenfluramine	2D6
metoclopramide	enhances	dextromethorphan	2D6
metoclopramide	enhances	donepezil	2D6
metoclopramide	enhances	doxepin	2D6
metoclopramide	enhances	duloxetine	2D6
metoclopramide	enhances	eliglustat	2D6
metoclopramide	enhances	encainide	2D6
metoclopramide	enhances	escitalopram	2D6
metoclopramide	enhances	flecainide	2D6
metoclopramide	enhances	fluoxetine	2D6
metoclopramide	enhances	fluvoxamine	2D6
metoclopramide	enhances	haloperidol	2D6
metoclopramide	enhances	ibrutinib	2D6
metoclopramide	enhances	imipramine	2D6
metoclopramide	enhances	letermovir	2D6
metoclopramide	enhances	lidocaine	2D6
metoclopramide	enhances	metoprolol	2D6
metoclopramide	enhances	mexiletine	2D6
metoclopramide	enhances	minaprine	2D6
metoclopramide	enhances	nebivolol	2D6
metoclopramide	enhances	nortriptyline	2D6
metoclopramide	enhances	ondansetron	2D6
metoclopramide	enhances	oxycodone	2D6
metoclopramide	enhances	palonosetron	2D6
metoclopramide	enhances	paroxetine	2D6
metoclopramide	enhances	perhexiline	2D6
metoclopramide	enhances	perphenazine	2D6
metoclopramide	enhances	phenacetin	2D6
metoclopramide	enhances	phenformin	2D6
metoclopramide	enhances	pimavanserin	2D6
metoclopramide	enhances	pomalidomide	2D6
metoclopramide	enhances	ponatinib	2D6
metoclopramide	enhances	promethazine	2D6
metoclopramide	enhances	propafenone	2D6
metoclopramide	enhances	propranolol	2D6
metoclopramide	enhances	risperidone	2D6
metoclopramide	enhances	rucaparib	2D6
metoclopramide	enhances	sparteine	2D6
metoclopramide	enhances	tamoxifen	2D6
metoclopramide	enhances	tetrabenazine	2D6
metoclopramide	enhances	thioridazine	2D6
metoclopramide	enhances	timolol	2D6
metoclopramide	enhances	tramadol	2D6
metoclopramide	enhances	umeclidinium	2D6
metoclopramide	enhances	valbenazine	2D6
metoclopramide	enhances	venlafaxine	2D6
metoclopramide	enhances	vilazodone	2D6
metoclopramide	enhances	zuclopenthixol	2D6
metronidazole	enhances	amitriptyline	2C9
metronidazole	enhances	azilsartan	2C9
metronidazole	enhances	capecitabine	2C9
metronidazole	enhances	celecoxib	2C9
metronidazole	enhances	clopidogrel	2C9
metronidazole	enhances	diclofenac	2C9
metronidazole	enhances	doxepin	2C9
metronidazole	enhances	fluoxetine	2C9
metronidazole	enhances	fluvastatin	2C9
metronidazole	enhances	glimepiride	2C9
metronidazole	enhances	glipizide	2C9
metronidazole	enhances	glyburide	2C9
metronidazole	enhances	ibuprofen	2C9
metronidazole	enhances	irbesartan	2C9
metronidazole	enhances	lesinurad	2C9
metronidazole	enhances	lornoxicam	2C9
metronidazole	enhances	losartan	2C9
metronidazole	enhances	meloxicam	2C9
metronidazole	enhances	naproxen	2C9
metronidazole	enhances	nateglinide	2C9
metronidazole	enhances	olodaterol	2C9
metronidazole	enhances	ospemifene	2C9
metronidazole	enhances	phenytoin	2C9
metronidazole	enhances	piroxicam	2C9
metronidazole	enhances	rosiglitazone	2C9
metronidazole	enhances	ruxolitinib	2C9
metronidazole	enhances	suprofen	2C9
metronidazole	enhances	tamoxifen	2C9
metronidazole	enhances	tolbutamide	2C9
metronidazole	enhances	torasemide	2C9
metronidazole	enhances	valproate	2C9
metronidazole	enhances	venlafaxine	2C9
metronidazole	enhances	voriconazole	2C9
metronidazole	enhances	warfarin	2C9
metronidazole	enhances	zafirlukast	2C9
mibefradil	enhances	abemaciclib	3A457
mibefradil	enhances	abiraterone	3A457
mibefradil	enhances	acalabrutinib	3A457
mibefradil	enhances	alectinib	3A457
mibefradil	enhances	alfentanil	3A457
mibefradil	enhances	alprazolam	3A457
mibefradil	enhances	amitriptyline	3A457
mibefradil	enhances	amlodipine	3A457
mibefradil	enhances	apixaban	3A457
mibefradil	enhances	aprepitant	3A457
mibefradil	enhances	aripiprazole	3A457
mibefradil	enhances	astemizole	3A457
mibefradil	enhances	atorvastatin	3A457
mibefradil	enhances	avanafil	3A457
mibefradil	enhances	axitinib	3A457
mibefradil	enhances	boceprevir	3A457
mibefradil	enhances	bosutinib	3A457
mibefradil	enhances	brexpiprazole	3A457
mibefradil	enhances	brigatinib	3A457
mibefradil	enhances	buspirone	3A457
mibefradil	enhances	caffeine	3A457
mibefradil	enhances	carbamazepine	3A457
mibefradil	enhances	cariprazine	3A457
mibefradil	enhances	ceritinib	3A457
mibefradil	enhances	cerivastatin	3A457
mibefradil	enhances	chlorpheniramine	3A457
mibefradil	enhances	cilostazol	3A457
mibefradil	enhances	cisapride	3A457
mibefradil	enhances	citalopram	3A457
mibefradil	enhances	clarithromycin	3A457
mibefradil	enhances	clobazam	3A457
mibefradil	enhances	clopidogrel	3A457
mibefradil	enhances	cobimetinib	3A457
mibefradil	enhances	cocaine	3A457
mibefradil	enhances	codeine	3A457
mibefradil	enhances	colchicine	3A457
mibefradil	enhances	copanlisib	3A457
mibefradil	enhances	crizotinib	3A457
mibefradil	enhances	cyclosporine	3A457
mibefradil	enhances	dabrafenib	3A457
mibefradil	enhances	daclatasvir	3A457
mibefradil	enhances	dapsone	3A457
mibefradil	enhances	deflazacort	3A457
mibefradil	enhances	dexamethasone	3A457
mibefradil	enhances	dextromethorphan	3A457
mibefradil	enhances	diazepam	3A457
mibefradil	enhances	diltiazem	3A457
mibefradil	enhances	docetaxel	3A457
mibefradil	enhances	dolutegravir	3A457
mibefradil	enhances	domperidone	3A457
mibefradil	enhances	doxepin	3A457
mibefradil	enhances	elagolix	3A457
mibefradil	enhances	elbasvir	3A457
mibefradil	enhances	eliglustat	3A457
mibefradil	enhances	enzalutamide	3A457
mibefradil	enhances	eplerenone	3A457
mibefradil	enhances	ergotamine	3A457
mibefradil	enhances	erythromycin	3A457
mibefradil	enhances	escitalopram	3A457
mibefradil	enhances	esomeprazole	3A457
mibefradil	enhances	estradiol	3A457
mibefradil	enhances	felodipine	3A457
mibefradil	enhances	fentanyl	3A457
mibefradil	enhances	finasteride	3A457
mibefradil	enhances	flibanserin	3A457
mibefradil	enhances	haloperidol	3A457
mibefradil	enhances	hydrocortisone	3A457
mibefradil	enhances	ibrutinib	3A457
mibefradil	enhances	idelalisib	3A457
mibefradil	enhances	imatinib	3A457
mibefradil	enhances	indacaterol	3A457
mibefradil	enhances	indinavir	3A457
mibefradil	enhances	irinotecan	3A457
mibefradil	enhances	isavuconazole	3A457
mibefradil	enhances	ivabradine	3A457
mibefradil	enhances	ivacaftor	3A457
mibefradil	enhances	lansoprazole	3A457
mibefradil	enhances	lenvatinib	3A457
mibefradil	enhances	lercanidipine	3A457
mibefradil	enhances	levacetylmethadol	3A457
mibefradil	enhances	lidocaine	3A457
mibefradil	enhances	linagliptin	3A457
mibefradil	enhances	lovastatin	3A457
mibefradil	enhances	macitentan	3A457
mibefradil	enhances	methadone	3A457
mibefradil	enhances	midazolam	3A457
mibefradil	enhances	naldemedine	3A457
mibefradil	enhances	naloxegol	3A457
mibefradil	enhances	nateglinide	3A457
mibefradil	enhances	nelfinavir	3A457
mibefradil	enhances	neratinib	3A457
mibefradil	enhances	nevirapine	3A457
mibefradil	enhances	nifedipine	3A457
mibefradil	enhances	nisoldipine	3A457
mibefradil	enhances	nitrendipine	3A457
mibefradil	enhances	olaparib	3A457
mibefradil	enhances	omeprazole	3A457
mibefradil	enhances	ondansetron	3A457
mibefradil	enhances	osimertinib	3A457
mibefradil	enhances	ospemifene	3A457
mibefradil	enhances	paclitaxel	3A457
mibefradil	enhances	palbociclib	3A457
mibefradil	enhances	palonosetron	3A457
mibefradil	enhances	panobinostat	3A457
mibefradil	enhances	pantoprazole	3A457
mibefradil	enhances	perampanel	3A457
mibefradil	enhances	pimavanserin	3A457
mibefradil	enhances	pimozide	3A457
mibefradil	enhances	pomalidomide	3A457
mibefradil	enhances	ponatinib	3A457
mibefradil	enhances	progesterone	3A457
mibefradil	enhances	propranolol	3A457
mibefradil	enhances	quetiapine	3A457
mibefradil	enhances	quinidine	3A457
mibefradil	enhances	quinine	3A457
mibefradil	enhances	regorafenib	3A457
mibefradil	enhances	ribociclib	3A457
mibefradil	enhances	rilpivirine	3A457
mibefradil	enhances	risperidone	3A457
mibefradil	enhances	ritonavir	3A457
mibefradil	enhances	rivaroxaban	3A457
mibefradil	enhances	roflumilast	3A457
mibefradil	enhances	rolapitant	3A457
mibefradil	enhances	romidepsin	3A457
mibefradil	enhances	rucaparib	3A457
mibefradil	enhances	ruxolitinib	3A457
mibefradil	enhances	salmeterol	3A457
mibefradil	enhances	saquinavir	3A457
mibefradil	enhances	selexipag	3A457
mibefradil	enhances	sildenafil	3A457
mibefradil	enhances	simeprevir	3A457
mibefradil	enhances	simvastatin	3A457
mibefradil	enhances	sirolimus	3A457
mibefradil	enhances	sonidegib	3A457
mibefradil	enhances	sorafenib	3A457
mibefradil	enhances	sunitinib	3A457
mibefradil	enhances	suvorexant	3A457
mibefradil	enhances	tacrolimus	3A457
mibefradil	enhances	tadalafil	3A457
mibefradil	enhances	tamoxifen	3A457
mibefradil	enhances	tasimelteon	3A457
mibefradil	enhances	telaprevir	3A457
mibefradil	enhances	telithromycin	3A457
mibefradil	enhances	temsirolimus	3A457
mibefradil	enhances	terfenadine	3A457
mibefradil	enhances	testosterone	3A457
mibefradil	enhances	ticagrelor	3A457
mibefradil	enhances	tofacitinib	3A457
mibefradil	enhances	tolvaptan	3A457
mibefradil	enhances	tramadol	3A457
mibefradil	enhances	trazodone	3A457
mibefradil	enhances	triazolam	3A457
mibefradil	enhances	valbenazine	3A457
mibefradil	enhances	vandetanib	3A457
mibefradil	enhances	vardenafil	3A457
mibefradil	enhances	velpatasvir	3A457
mibefradil	enhances	vemurafenib	3A457
mibefradil	enhances	venetoclax	3A457
mibefradil	enhances	venlafaxine	3A457
mibefradil	enhances	verapamil	3A457
mibefradil	enhances	vilazodone	3A457
mibefradil	enhances	vincristine	3A457
mibefradil	enhances	vorapaxar	3A457
mibefradil	enhances	voriconazole	3A457
mibefradil	enhances	zaleplon	3A457
mibefradil	enhances	ziprasidone	3A457
mibefradil	enhances	zolpidem	3A457
midodrine	enhances	alprenolol	2D6
midodrine	enhances	amfetamine	2D6
midodrine	enhances	amitriptyline	2D6
midodrine	enhances	aripiprazole	2D6
midodrine	enhances	atomoxetine	2D6
midodrine	enhances	brexpiprazole	2D6
midodrine	enhances	cariprazine	2D6
midodrine	enhances	carvedilol	2D6
midodrine	enhances	chlorpheniramine	2D6
midodrine	enhances	chlorpromazine	2D6
midodrine	enhances	citalopram	2D6
midodrine	enhances	clomipramine	2D6
midodrine	enhances	clonidine	2D6
midodrine	enhances	codeine	2D6
midodrine	enhances	debrisoquine	2D6
midodrine	enhances	desipramine	2D6
midodrine	enhances	dexfenfluramine	2D6
midodrine	enhances	dextromethorphan	2D6
midodrine	enhances	donepezil	2D6
midodrine	enhances	doxepin	2D6
midodrine	enhances	duloxetine	2D6
midodrine	enhances	eliglustat	2D6
midodrine	enhances	encainide	2D6
midodrine	enhances	escitalopram	2D6
midodrine	enhances	flecainide	2D6
midodrine	enhances	fluoxetine	2D6
midodrine	enhances	fluvoxamine	2D6
midodrine	enhances	haloperidol	2D6
midodrine	enhances	ibrutinib	2D6
midodrine	enhances	imipramine	2D6
midodrine	enhances	letermovir	2D6
midodrine	enhances	lidocaine	2D6
midodrine	enhances	metoclopramide	2D6
midodrine	enhances	metoprolol	2D6
midodrine	enhances	mexiletine	2D6
midodrine	enhances	minaprine	2D6
midodrine	enhances	nebivolol	2D6
midodrine	enhances	nortriptyline	2D6
midodrine	enhances	ondansetron	2D6
midodrine	enhances	oxycodone	2D6
